as_of,future_observations,last_modelled_week,raw_phase,official_phase,phase_status,activity_level,activity_momentum,negative_level_domains,negative_momentum_domains,positive_momentum_domains,confirming_domains,concentration,dominant_domain,labor_stress_level,labor_stress_momentum,recession_alert,recession_alert_character,evidence_quality_high,phase_separation,confirmation_pending,filtered_winner,contraction_evidence,alert_evidence,information_lag_weeks,weeks_since_any_new_observation,fresh_coincident_domains,stale_domains,carried_forward_domains,withheld,raw_recovery,filtered_recovery,raw_expansion,filtered_expansion,raw_slowdown,filtered_slowdown,raw_contraction,filtered_contraction,age_production,arrived_production,age_employment,arrived_employment,age_real_income,arrived_real_income,age_consumption,arrived_consumption,age_labor_stress,arrived_labor_stress,latest_observation_PAYEMS,latest_observation_W875RX1,latest_observation_INDPRO,latest_observation_CMRMTSPL,latest_observation_RRSFS,latest_observation_ICSA,latest_observation_CCSA
2016-11-18,0,2016-11-18,expansion,expansion,official,0.5129729336103055,0.08145823773058729,0,1,1,1,0.4470935569749216,labor_stress,1.205938451861265,0.5094616786630021,none,absent,True,0.2250757445467536,0,expansion,0.0,0.0,0,0,4,,4,0,0.16602614256094433,0.055500213863738476,0.4603431396005253,0.5847876753654672,0.37362978760683757,0.35971193081871355,9.302316928077276e-07,1.7995208076178752e-07,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2016-10-01,2016-09-01,2016-10-01,2016-08-01,2016-10-01,2016-11-12,2016-11-05
2016-11-25,0,2016-11-25,expansion,expansion,official,0.5191115015868746,0.05516731264263466,0,1,1,1,0.4533143820689288,labor_stress,1.236631291744111,0.38137413402523745,none,absent,True,0.23067465192469278,0,expansion,0.0,0.0,0,0,4,,4,0,0.16016493358037637,0.05428625129330518,0.44954454024801593,0.588194114085292,0.390289595939915,0.3575194621605992,9.302316928077276e-07,1.7246080363974365e-07,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2016-10-01,2016-09-01,2016-10-01,2016-08-01,2016-10-01,2016-11-19,2016-11-12
2016-12-02,0,2016-12-02,expansion,expansion,official,0.5455583774322619,0.1384048715346285,0,1,1,1,0.4119565491278981,labor_stress,1.1782828856180563,-0.024073285558104226,none,absent,True,0.6076181266006366,0,expansion,0.0,0.005158561191022334,0,0,4,,4,0,0.15076730009916148,0.05454121739874692,0.5129142267401154,0.7765384028090956,0.3363175635275045,0.1689202762084589,9.096332186449687e-07,1.0358369861749526e-07,6.0,0,3.0,0,4.0,0,6.0,0,0.0,1,2016-11-01,2016-10-01,2016-10-01,2016-09-01,2016-10-01,2016-11-26,2016-11-19
2016-12-09,0,2016-12-09,expansion,expansion,official,0.5407435631091199,0.05600126534873545,0,1,1,1,0.4069650421264841,labor_stress,1.1542088140023457,-0.3658302187767066,none,absent,True,0.5061248550245303,0,expansion,0.0,0.07839218973786569,0,0,4,,4,0,0.14087566376682178,0.051770507838730905,0.4746969171655246,0.7271771157714482,0.38442650780600823,0.22105226074691792,9.112616455098741e-07,1.1564290301798089e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2016-11-01,2016-10-01,2016-10-01,2016-09-01,2016-10-01,2016-12-03,2016-11-26
2016-12-16,0,2016-12-16,slowdown,slowdown,official,0.48373737950130324,-0.2503105344812651,0,2,0,2,0.3692381181337408,labor_stress,1.000183393342831,-0.6498305588938567,none,absent,False,0.5005734916706327,0,slowdown,0.15029715505435126,0.14506933065143532,0,0,4,,4,0,0.10497958148111554,0.020661523247865486,0.2952407315029468,0.2393823904332182,0.599778785847045,0.7399558821038509,9.011688927158675e-07,2.0421506548228407e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2016-11-01,2016-10-01,2016-11-01,2016-09-01,2016-11-01,2016-12-10,2016-12-03
2016-12-23,0,2016-12-23,slowdown,slowdown,official,0.43495154160155713,-0.41148738923437006,0,2,0,2,0.3474154971115087,labor_stress,0.856326018228105,-0.9451538687208096,none,absent,True,0.8194877721842184,0,slowdown,0.19564736783705095,0.1837985233096124,0,0,4,,4,0,0.0892013033749046,0.008589062168669049,0.2117932251716737,0.0859614787424911,0.6990045626288387,0.9054492509267096,9.088245830064381e-07,2.081621302486633e-07,5.0,0,6.0,0,3.0,0,5.0,0,0.0,1,2016-11-01,2016-11-01,2016-11-01,2016-10-01,2016-11-01,2016-12-17,2016-12-10
2016-12-30,0,2016-12-30,slowdown,slowdown,official,0.433001969227872,-0.356116375030727,0,2,0,2,0.34482443930103945,labor_stress,0.8465781563596788,-0.6664308472743234,none,absent,False,0.8234483508862256,0,slowdown,0.18742259744957937,0.1728951194048225,0,0,4,,4,0,0.09863243207079476,0.008284600301742731,0.23327990421454917,0.08413341542821341,0.6680867508573192,0.907581766314439,9.128573370308389e-07,2.1795560494574724e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2016-11-01,2016-11-01,2016-11-01,2016-10-01,2016-11-01,2016-12-24,2016-12-17
2017-01-06,0,2017-01-06,slowdown,slowdown,official,0.4450818575128707,-0.2601951132940735,0,1,0,1,0.36397792208272406,labor_stress,0.9155859170934758,-0.3435902117165798,none,absent,False,0.7165850092498072,0,slowdown,0.0,0.09181664008423693,0,0,4,,4,0,0.11524965812006174,0.01225156592109271,0.3001480834987178,0.13558159160546918,0.5846013201088612,0.8521666008552764,9.382723591503678e-07,2.416181617102497e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2016-12-01,2016-11-01,2016-11-01,2016-10-01,2016-11-01,2016-12-31,2016-12-24
2017-01-13,0,2017-01-13,slowdown,slowdown,official,0.43818432202388247,-0.3593131266913449,0,1,0,1,0.3491659788273298,labor_stress,0.8662845723974091,-0.9509579341718807,none,absent,False,0.7579704580810466,0,slowdown,0.0,0.17811098455749136,0,0,4,,4,0,0.09981230617374996,0.01066063831281583,0.25640390087130666,0.1156843391561824,0.6437828557596079,0.8736547972372289,9.371953355978565e-07,2.2529377295788619e-07,8.0,0,5.0,0,6.0,0,8.0,0,0.0,1,2016-12-01,2016-11-01,2016-11-01,2016-10-01,2016-11-01,2017-01-07,2016-12-31
2017-01-20,0,2017-01-20,slowdown,slowdown,official,0.509931657450682,-0.16170626669770222,0,0,0,0,0.41644251989945846,labor_stress,1.0617861220263476,-0.47831540303884545,none,absent,True,0.5439821330778035,0,slowdown,0.0,0.10249615779403831,0,0,4,,4,0,0.12294908100469688,0.017705103466036518,0.3642613435438735,0.2191562521943865,0.5127886008659862,0.76313838527219,9.745854433068444e-07,2.590673868891291e-07,4.0,0,6.0,0,7.0,0,4.0,0,0.0,1,2016-12-01,2016-11-01,2016-12-01,2016-10-01,2016-12-01,2017-01-14,2017-01-07
2017-01-27,0,2017-01-27,slowdown,slowdown,official,0.5112679801162351,-0.1252731002669869,0,0,0,0,0.41796778867755435,labor_stress,1.068467735354113,-0.29618071445685185,none,absent,True,0.48443476875696634,0,slowdown,0.0,0.06346729595503968,0,0,4,,4,0,0.1285391624587112,0.01976339838832888,0.3818361622280387,0.24790078613995728,0.48962370195395566,0.7323355548969236,9.733592943922377e-07,2.60574790314774e-07,5.0,0,7.0,0,8.0,0,5.0,0,0.0,1,2016-12-01,2016-11-01,2016-12-01,2016-10-01,2016-12-01,2017-01-21,2017-01-14
2017-02-03,0,2017-02-03,slowdown,slowdown,official,0.49919512530462457,-0.14951815141415378,0,0,0,0,0.4080332692606623,labor_stress,1.0184410948851597,-0.36857821493145765,none,absent,False,0.4952865389007285,0,slowdown,0.0,0.07966773045917314,0,0,4,,4,0,0.12727055485299613,0.019741282681033433,0.36910142545931945,0.24248596134106382,0.5036270454399209,0.7377725002417923,9.742477635108886e-07,2.557361104755861e-07,6.0,0,3.0,0,5.0,0,6.0,0,0.0,1,2017-01-01,2016-12-01,2016-12-01,2016-11-01,2016-12-01,2017-01-28,2017-01-21
2017-02-10,0,2017-02-10,expansion,slowdown,official,0.5142983125442129,-0.023749892743135805,0,0,0,0,0.42541731302649644,labor_stress,1.0939570310831015,0.26076328366106105,none,absent,True,0.33817139403056956,0,slowdown,0.0,0.0,0,0,4,,4,0,0.14403019685311313,0.025367956383935415,0.4304389463585777,0.3182301901953271,0.42552988681990317,0.6564015842258967,9.69968405867042e-07,2.691948408273367e-07,7.0,0,4.0,0,6.0,0,7.0,0,0.0,1,2017-01-01,2016-12-01,2016-12-01,2016-11-01,2016-12-01,2017-02-04,2017-01-28
2017-02-17,0,2017-02-17,expansion,slowdown,official,0.5013817685916913,0.09501399858016514,0,0,1,0,0.41212102684403223,labor_stress,1.0434995831818643,0.5223401073222752,none,absent,False,0.061235961926343785,1,expansion,0.0,0.0,0,0,4,,4,0,0.1758873936623781,0.047062416585938696,0.4765758165067324,0.5070866574402154,0.3475358353525331,0.44585069551387163,9.544783564400778e-07,2.3045997426053436e-07,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2017-01-01,2016-12-01,2017-01-01,2016-11-01,2017-01-01,2017-02-11,2017-02-04
2017-02-24,0,2017-02-24,expansion,slowdown,official,0.5185980966868897,0.15394923522587625,0,0,1,0,0.4314501252181087,labor_stress,1.1295812236578564,0.8170162905508307,none,absent,True,0.2638068822879649,2,expansion,0.0,0.0,0,0,4,,4,0,0.17979037815321353,0.05509129773889604,0.5041136501697034,0.6043576923322314,0.31609501939226986,0.34055081004426646,9.522848131810298e-07,1.998846059926536e-07,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2017-01-01,2016-12-01,2017-01-01,2016-11-01,2017-01-01,2017-02-18,2017-02-04
2017-03-03,0,2017-03-03,expansion,expansion,official,0.5665101869820647,0.34162434197153185,0,1,2,1,0.4476725140609397,labor_stress,1.2792977515395256,1.1012434876712136,none,absent,True,0.711905930317955,0,expansion,0.0,0.0,0,0,4,,4,0,0.17906501056660815,0.06220440114366361,0.5907854988421604,0.8248507144620328,0.23014859620089054,0.11294478414407785,8.943903409811494e-07,1.0025022568719772e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2017-01-01,2017-01-01,2017-01-01,2016-12-01,2017-01-01,2017-02-25,2017-02-18
2017-03-10,0,2017-03-10,expansion,expansion,official,0.5578372619371992,0.380550874848996,0,1,2,1,0.4370708219510138,labor_stress,1.2300482623234354,0.9803730858022829,none,absent,True,0.7732643759310437,0,expansion,0.0,0.0,0,0,4,,4,0,0.18565703023209648,0.06456602741804365,0.6020633849443418,0.8543491326876366,0.2122786911174194,0.08108475675659285,8.937061422585324e-07,8.313772704248489e-08,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2017-02-01,2017-01-01,2017-01-01,2016-12-01,2017-01-01,2017-03-04,2017-02-25
2017-03-17,0,2017-03-17,expansion,expansion,official,0.5630904444319124,0.0807122715725634,0,1,1,1,0.43193496552149163,labor_stress,1.2160922585058973,0.43394142878297404,none,absent,True,0.5165324693858042,0,expansion,0.0,0.0,0,0,4,,4,0,0.13887955678921735,0.04927579395264172,0.4892301857382937,0.7336282799361356,0.3718893472318005,0.21709581055033128,9.102406884254045e-07,1.1556089137655885e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2017-02-01,2017-01-01,2017-02-01,2016-12-01,2017-02-01,2017-03-11,2017-03-04
2017-03-24,0,2017-03-24,slowdown,expansion,official,0.5312790475501957,-0.033589823521529304,0,1,1,1,0.39792093400688633,labor_stress,1.0570352740973143,-0.14327895662678802,none,absent,True,0.19760036111316726,0,expansion,0.0,0.030702633562883146,0,0,4,,4,0,0.13028010457921507,0.0417973008487333,0.4308110073842131,0.5779014511087348,0.43890797485171174,0.38030108999556755,9.131848601039855e-07,1.5804696441831105e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2017-02-01,2017-01-01,2017-02-01,2016-12-01,2017-02-01,2017-03-18,2017-03-11
2017-03-31,0,2017-03-31,slowdown,expansion,official,0.464234544829198,-0.18227394250195875,0,1,0,1,0.3530705531372927,labor_stress,0.8315983606272204,-0.6337285520444955,none,absent,False,0.19529097197797507,2,slowdown,0.0,0.14432786282071802,0,0,4,,4,0,0.12180454990185849,0.03237889261537641,0.35252133777798783,0.3861649712929902,0.5256731949769892,0.5814559432709653,9.173431645306751e-07,1.9282066817805103e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2017-02-01,2017-02-01,2017-02-01,2017-01-01,2017-02-01,2017-03-25,2017-03-18
2017-04-07,0,2017-04-07,slowdown,slowdown,official,0.47693726493264926,-0.25395871269033765,0,1,0,1,0.38357436350816654,labor_stress,0.9278071492202761,-0.460947258379971,none,absent,False,0.5734327480074167,0,slowdown,0.0,0.10676366250979451,0,0,4,,4,0,0.10768165515083207,0.016549082229820315,0.3196180203987574,0.20500897260483075,0.5726994060964085,0.7784417206122475,9.183540021191102e-07,2.245531014101503e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2017-03-01,2017-02-01,2017-02-01,2017-01-01,2017-02-01,2017-04-01,2017-03-25
2017-04-14,0,2017-04-14,slowdown,slowdown,official,0.4733464555445003,-0.41276603788149097,0,2,0,2,0.40339194025307357,labor_stress,0.9685002890699622,-0.16729038096609905,none,absent,True,0.8515664666668398,0,slowdown,0.055762621110852326,0.050622121746262044,0,0,4,,4,0,0.08169625241746503,0.005804963464955244,0.22506188833550067,0.0713141808550518,0.693240965372655,0.9228806475218916,8.938743793023426e-07,2.081581013027148e-07,8.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2017-03-01,2017-02-01,2017-02-01,2017-01-01,2017-03-01,2017-04-08,2017-04-01
2017-04-21,0,2017-04-21,slowdown,slowdown,official,0.5056513679714838,-0.20579796927150187,0,2,1,2,0.41642025044560016,labor_stress,1.052817346444228,-0.004881627747007455,none,absent,True,0.6911009321742847,0,slowdown,0.0010460630886444547,0.0010460630886444547,0,0,4,,4,0,0.11513232559902138,0.012692597345185902,0.31461612143263007,0.1481031187410521,0.5702506573322145,0.8392040509153368,8.956361340493668e-07,2.329984251508532e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2017-03-01,2017-02-01,2017-03-01,2017-01-01,2017-03-01,2017-04-15,2017-04-08
2017-04-28,0,2017-04-28,slowdown,slowdown,official,0.5122170481988604,-0.25236211585226026,0,2,1,2,0.42390066921772024,labor_stress,1.085645747581111,-0.24420449284330184,none,absent,True,0.7034633256213139,0,slowdown,0.05232953418070754,0.05232953418070754,0,0,4,,4,0,0.1061290935366772,0.012049121674146424,0.2938238294450307,0.14224366473088437,0.6000461831897717,0.8457069903521982,8.938285204108948e-07,2.232427709309696e-07,6.0,0,7.0,0,8.0,0,6.0,0,0.0,1,2017-03-01,2017-02-01,2017-03-01,2017-01-01,2017-03-01,2017-04-22,2017-04-15
2017-05-05,0,2017-05-05,slowdown,slowdown,official,0.5216322612739367,-0.03350021811006768,0,2,2,2,0.41700657589652074,labor_stress,1.087620415755018,0.052890371416576994,none,absent,True,0.43692295551781757,0,slowdown,0.0,0.0,0,0,4,,4,0,0.15321901950117212,0.02742606170872012,0.37583443889798235,0.2678253670417917,0.47094562301454357,0.7047483225596093,9.185863019551265e-07,2.486898788479875e-07,7.0,0,3.0,0,5.0,0,6.0,0,0.0,1,2017-04-01,2017-03-01,2017-03-01,2017-02-01,2017-03-01,2017-04-29,2017-04-22
2017-05-12,0,2017-05-12,expansion,expansion,official,0.5308057289058541,0.2111375285033708,0,1,2,1,0.4176660139974459,labor_stress,1.1084975649955846,0.06514975634980455,none,absent,True,0.37989079724428104,0,expansion,0.0,0.0,0,0,4,,4,0,0.1975701131147918,0.07089966796882832,0.4935436778393052,0.6544954770944391,0.30888525636700453,0.2746046798501581,9.526788984018584e-07,1.7508657448723831e-07,8.0,0,4.0,0,6.0,0,3.0,0,0.0,1,2017-04-01,2017-03-01,2017-03-01,2017-02-01,2017-04-01,2017-05-06,2017-04-29
2017-05-19,0,2017-05-19,expansion,expansion,official,0.5868771888203558,0.49475427699217545,0,1,2,1,0.40746141532902963,labor_stress,1.1956490499053216,0.4991933808793509,none,absent,True,0.7627142216450387,0,expansion,0.0,0.0,0,0,4,,4,0,0.21562196963491645,0.08040042368462805,0.6021572633287247,0.8431146453296667,0.1822198078749327,0.07648483103202965,9.591614262518452e-07,9.995367545725468e-08,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2017-04-01,2017-03-01,2017-04-01,2017-02-01,2017-04-01,2017-05-13,2017-05-06
2017-05-26,0,2017-05-26,expansion,expansion,official,0.615637422105849,0.6885031035267561,0,1,2,1,0.43514255899229304,labor_stress,1.3394502163327882,1.4679375135522545,none,absent,True,0.8008499949621996,0,expansion,0.0,0.0,0,0,4,,4,0,0.2221396410553283,0.07850099195780613,0.6568630256418517,0.8793509869200057,0.1209963707201257,0.04214793445662645,9.625826943679365e-07,8.666556179996593e-08,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2017-04-01,2017-03-01,2017-04-01,2017-02-01,2017-04-01,2017-05-20,2017-05-13
2017-06-02,0,2017-06-02,expansion,expansion,official,0.5751065291813827,0.6447837191503669,0,0,2,0,0.4473915554676959,labor_stress,1.2864890232504331,1.0521092171180368,none,absent,True,0.7927700745651626,0,expansion,0.0,0.0,0,0,4,,4,0,0.23524258696521783,0.08594204159098887,0.6417560615209257,0.8787121161561514,0.12300038219864147,0.03534576377855838,9.693152149936695e-07,7.847430118460605e-08,6.0,0,3.0,0,4.0,0,6.0,0,0.0,1,2017-05-01,2017-04-01,2017-04-01,2017-03-01,2017-04-01,2017-05-27,2017-05-20
2017-06-09,0,2017-06-09,expansion,expansion,official,0.5521002734798286,0.5498785532639289,0,0,2,0,0.4243641240599613,labor_stress,1.1714577447426626,0.5775833876858466,none,absent,True,0.7765259794600696,0,expansion,0.0,0.0,0,0,4,,4,0,0.23567760172614374,0.0890170234885982,0.6141982090679818,0.8655430029486678,0.1501232199474005,0.045439891369607494,9.692584739946375e-07,8.219312654928074e-08,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2017-05-01,2017-04-01,2017-04-01,2017-03-01,2017-04-01,2017-06-03,2017-05-27
2017-06-16,0,2017-06-16,expansion,expansion,official,0.5261249106351432,0.2981381403309378,0,0,2,0,0.41890725025474085,labor_stress,1.1019876980234455,0.1220059920129445,none,absent,True,0.7139771633072188,0,expansion,0.0,0.0,0,0,4,,4,0,0.21608043875109756,0.08998623471936192,0.5347839186925395,0.8119954135115385,0.24913467074173987,0.09801825020431969,9.71814623130886e-07,1.0156477987978429e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2017-05-01,2017-04-01,2017-05-01,2017-03-01,2017-05-01,2017-06-10,2017-06-03
2017-06-23,0,2017-06-23,expansion,expansion,official,0.511987114164443,0.24250516342646944,0,0,2,0,0.40286119987727126,labor_stress,1.0312987156699447,-0.15615889250939707,none,absent,True,0.6655572722115394,0,expansion,0.0,0.03346261982344223,0,0,4,,4,0,0.2128069672915061,0.09093342645336691,0.5120849768917983,0.7873118672918139,0.2751070835750984,0.12175459508027449,9.722415972421193e-07,1.111745447503153e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2017-05-01,2017-04-01,2017-05-01,2017-03-01,2017-05-01,2017-06-17,2017-06-10
2017-06-30,0,2017-06-30,expansion,expansion,official,0.519826670362235,0.190797188527956,0,1,2,1,0.40625254731911864,labor_stress,1.0559045449953686,-0.06764004005649524,none,absent,True,0.541666408098068,0,expansion,0.0,0.014494294297820409,0,0,4,,4,0,0.19779905907929896,0.08338840022217205,0.4834473158531532,0.7291389378058285,0.3187526731069357,0.1874725297077605,9.51960612179319e-07,1.3226423905789385e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2017-05-01,2017-05-01,2017-05-01,2017-04-01,2017-05-01,2017-06-24,2017-06-17
2017-07-07,0,2017-07-07,expansion,expansion,official,0.5125876240075431,0.1851425541314837,0,1,2,1,0.3928611353586609,labor_stress,1.006878779692009,-0.28613639718022965,none,absent,True,0.5936021694821653,0,expansion,0.0,0.06131494225290636,0,0,4,,4,0,0.192250088865015,0.07859661069017101,0.49790867294460134,0.7575027213719981,0.30984031962198166,0.16390055188983285,9.185684020072488e-07,1.1604799795397467e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2017-06-01,2017-05-01,2017-05-01,2017-04-01,2017-05-01,2017-07-01,2017-06-24
2017-07-14,0,2017-07-14,slowdown,expansion,official,0.49453797183758763,-0.10096837169649656,0,1,2,1,0.3706410937173054,labor_stress,0.9164804738331073,-0.7763723100114234,none,absent,False,0.07316291816185505,0,expansion,0.0,0.15103129455280798,0,0,4,,4,0,0.14847995000421366,0.05444510761624199,0.3709938679024011,0.5093588190112137,0.4805252608695678,0.43619590084935866,9.212238174659607e-07,1.7252318560595784e-07,3.0,0,5.0,0,6.0,0,3.0,0,0.0,1,2017-06-01,2017-05-01,2017-06-01,2017-04-01,2017-06-01,2017-07-08,2017-07-01
2017-07-21,0,2017-07-21,slowdown,expansion,official,0.49615131544726454,-0.17622375241784546,0,1,2,1,0.37268759069923746,labor_stress,0.9245471918814919,-1.162257192608064,none,absent,False,0.16038270473771699,1,slowdown,0.0,0.15145678181959357,0,0,4,,4,0,0.13434045011442125,0.04254429769182761,0.33674308970947825,0.3985364026722269,0.528915538094478,0.5589191074099439,9.22081622525826e-07,1.9222600151643765e-07,4.0,0,6.0,0,7.0,0,4.0,0,0.0,1,2017-06-01,2017-05-01,2017-06-01,2017-04-01,2017-06-01,2017-07-15,2017-07-08
2017-07-28,0,2017-07-28,slowdown,expansion,official,0.4896323833684808,-0.14398275936055324,0,1,2,1,0.3643355961675926,labor_stress,0.8919525314875735,-0.9997847386437784,none,absent,False,0.28046454366014784,2,slowdown,0.0,0.15232320417406722,0,0,4,,4,0,0.141790435561858,0.03634946830646905,0.3508409904769211,0.341592887184189,0.5073676523315687,0.6220574308443368,9.216296521405546e-07,2.136650053173486e-07,5.0,0,7.0,0,8.0,0,5.0,0,0.0,1,2017-06-01,2017-05-01,2017-06-01,2017-04-01,2017-06-01,2017-07-22,2017-07-15
2017-08-04,0,2017-08-04,slowdown,slowdown,official,0.4483510456682035,-0.11852620188822253,0,1,1,1,0.4127911500530698,labor_stress,0.9253767188443708,-0.6815368042344372,none,absent,False,0.4238936562244683,0,slowdown,0.0,0.15386202329447704,0,0,4,,4,0,0.1483216435043138,0.028901778985655508,0.3616717925255651,0.2736021614808066,0.4900056337384283,0.6974958177052749,9.302316928077276e-07,2.418282629201067e-07,6.0,0,3.0,0,5.0,0,6.0,0,0.0,1,2017-07-01,2017-06-01,2017-06-01,2017-05-01,2017-06-01,2017-07-29,2017-07-22
2017-08-11,0,2017-08-11,slowdown,slowdown,official,0.44837346931620947,-0.08015181779038025,0,1,1,1,0.4128205170104354,labor_stress,0.9254888370844009,-0.48435909248763104,none,absent,False,0.3823874475932479,0,slowdown,0.0,0.10907617215306468,0,0,4,,4,0,0.15544880398541946,0.030763279757667066,0.3790677655176097,0.2934245130906527,0.46548250026527804,0.6758119606839006,9.302316928077276e-07,2.464677796107574e-07,7.0,0,4.0,0,6.0,0,7.0,0,0.0,1,2017-07-01,2017-06-01,2017-06-01,2017-05-01,2017-06-01,2017-08-05,2017-07-29
2017-08-18,0,2017-08-18,expansion,expansion,official,0.4751719841611023,0.16022904226694593,0,0,2,0,0.39159380901608665,labor_stress,0.9303720360768882,-0.2753776221266123,none,absent,False,0.41100836194574814,0,expansion,0.0,0.05900949045570264,0,0,4,,4,0,0.20459438654595372,0.07441061214644488,0.49189439490653164,0.6682987918862231,0.3035102795528916,0.25729042994047496,9.38994623075166e-07,1.660268572196009e-07,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2017-07-01,2017-06-01,2017-07-01,2017-05-01,2017-07-01,2017-08-12,2017-08-05
2017-08-25,0,2017-08-25,expansion,expansion,official,0.4856298407799611,0.1727136141648514,0,0,2,0,0.4046956083229761,labor_stress,0.9826613191711818,-0.2140877641946401,none,absent,False,0.4854422430359058,0,expansion,0.0,0.04587594947028002,0,0,4,,4,0,0.20318129576190375,0.07890747784707014,0.4987596231401379,0.7032673075577529,0.2980581423979882,0.2178250645218471,9.386999701473957e-07,1.5007332988584365e-07,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2017-07-01,2017-06-01,2017-07-01,2017-05-01,2017-07-01,2017-08-19,2017-08-12
2017-09-01,0,2017-09-01,expansion,expansion,official,0.5084141502832866,0.1901139225945672,0,0,2,0,0.3939937895140623,labor_stress,1.0015600885634202,0.03155650740014259,none,absent,True,0.464189989602856,0,expansion,0.0,0.0,0,0,4,,4,0,0.205875111120228,0.08164433413992753,0.49189806207735814,0.6912727474944549,0.30222585365666244,0.22708275789159887,9.731457514907405e-07,1.6047401864702104e-07,6.0,0,3.0,0,4.0,0,6.0,0,0.0,1,2017-08-01,2017-07-01,2017-07-01,2017-06-01,2017-07-01,2017-08-26,2017-08-19
2017-09-08,0,2017-09-08,expansion,expansion,official,0.4444431721695258,0.05256682867652114,0,0,2,0,0.3067682172579718,labor_stress,0.6817051979946164,-0.6539816033995414,none,absent,False,0.3809079618236183,0,expansion,0.0,0.14013891501418743,0,0,4,,4,0,0.20231377946312054,0.08673468541580413,0.42566078460952966,0.6470865594956711,0.3720244623170772,0.26617859767205276,9.736102725467116e-07,1.574164722645451e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2017-08-01,2017-07-01,2017-07-01,2017-06-01,2017-07-01,2017-09-02,2017-08-26
2017-09-15,0,2017-09-15,slowdown,slowdown,official,0.32250298794475635,-0.640754804423082,0,2,0,2,0.3076910621182679,employment,0.38803862130011485,-1.5397646685009432,none,absent,True,0.9151410569519027,0,slowdown,0.296053607414454,0.2895997990764656,0,0,4,,4,0,0.07055148790336326,0.0049171775295181646,0.13395471430579914,0.03997078833897037,0.7954929015516775,0.9551118452908731,8.962391600801864e-07,1.8884063848078667e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2017-08-01,2017-07-01,2017-08-01,2017-06-01,2017-08-01,2017-09-09,2017-09-02
2017-09-22,0,2017-09-22,slowdown,slowdown,official,0.2954037201958442,-0.6990511394488197,0,2,0,2,0.33591752612746223,employment,0.2525422825555541,-1.8309821155714907,none,absent,True,0.9357555745741105,0,slowdown,0.32528552970359215,0.3251666480418438,0,0,4,,4,0,0.06577131234472898,0.003833892796227036,0.11832883649378087,0.03020517389374627,0.8158989575839869,0.9659607484678567,8.935775032593682e-07,1.8484216991188252e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2017-08-01,2017-07-01,2017-08-01,2017-06-01,2017-08-01,2017-09-16,2017-09-09
2017-09-29,0,2017-09-29,slowdown,slowdown,official,0.24384233374704323,-0.8375282916440099,0,2,0,2,0.4069485612780323,employment,0.06658024791782059,-2.4507236564492136,none,absent,True,0.9568458028229313,0,slowdown,0.3689701951441483,0.3689701951441483,0,0,4,,4,0,0.05379589657749243,0.002802525103088335,0.08735438222449733,0.02017574794394963,0.858848833222659,0.9770215507668809,8.879753511695195e-07,1.7618608120642475e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2017-08-01,2017-08-01,2017-08-01,2017-07-01,2017-08-01,2017-09-23,2017-09-16
2017-10-06,0,2017-10-06,slowdown,slowdown,official,0.27119663311478437,-0.8607753687753616,0,3,0,3,0.32409030981095316,employment,0.2600471750124221,-1.889377821125117,none,absent,True,0.9649886754974007,0,slowdown,0.34585771555907885,0.34585771555907885,0,0,4,,4,0,0.04592803789049641,0.0021059160779760416,0.07874652062534149,0.016452622371404754,0.875324602258908,0.9814412978688055,8.392252542373952e-07,1.6368181359928977e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2017-09-01,2017-08-01,2017-08-01,2017-07-01,2017-08-01,2017-09-30,2017-09-23
