as_of,future_observations,last_modelled_week,raw_phase,official_phase,phase_status,activity_level,activity_momentum,negative_level_domains,negative_momentum_domains,positive_momentum_domains,confirming_domains,concentration,dominant_domain,labor_stress_level,labor_stress_momentum,recession_alert,recession_alert_character,evidence_quality_high,phase_separation,confirmation_pending,filtered_winner,contraction_evidence,alert_evidence,slowdown_evidence,information_lag_weeks,weeks_since_any_new_observation,fresh_coincident_domains,stale_domains,carried_forward_domains,withheld,raw_recovery,filtered_recovery,raw_expansion,filtered_expansion,raw_slowdown,filtered_slowdown,raw_contraction,filtered_contraction,age_production,arrived_production,age_employment,arrived_employment,age_real_income,arrived_real_income,age_consumption,arrived_consumption,age_labor_stress,arrived_labor_stress,latest_observation_PAYEMS,latest_observation_W875RX1,latest_observation_INDPRO,latest_observation_CMRMTSPL,latest_observation_RRSFS,latest_observation_ICSA,latest_observation_CCSA,gate
2016-05-27,0,2016-05-27,expansion,expansion,official,0.4809531190013271,-0.2875741306360112,0,0,0,0,0.3159190108552522,labor_stress,0.8233818935280242,-1.0317613596434163,none,absent,False,0.8161947183161093,0,expansion,0.0,0.15765279145266203,0.0,0,0,4,,4,0,0.10096899922275136,0.027351415261897973,0.670907742806062,0.8944216172572655,0.22812234548180474,0.07822689894115624,9.124893819272189e-07,6.853968034655214e-08,5.0,0,7.0,0,8.0,0,5.0,0,0.0,1,2016-04-01,2016-03-01,2016-04-01,2016-02-01,2016-04-01,2016-05-21,2016-05-14,persist17w
2016-06-03,0,2016-06-03,expansion,expansion,official,0.472775352098044,-0.3437908615155438,0,1,0,1,0.3211688066198555,labor_stress,0.8239322541956451,-0.808798825872327,none,absent,False,0.7882946139001392,0,expansion,0.0,0.16254233751780006,0.0,0,0,4,,4,0,0.09623284388017972,0.02600756234678299,0.6519620875878624,0.8811434887624237,0.25180413158635184,0.09284887486228448,9.369456059027046e-07,7.402850883495795e-08,6.0,0,3.0,0,5.0,0,6.0,0,0.0,1,2016-05-01,2016-04-01,2016-04-01,2016-03-01,2016-04-01,2016-05-28,2016-05-21,persist17w
2016-06-10,0,2016-06-10,expansion,expansion,official,0.5067804958863691,-0.2693208440648716,0,1,0,1,0.3633626045427437,labor_stress,0.993957973137271,-0.4383520163301658,none,absent,True,0.7846527310089445,0,expansion,0.0,0.09393257492789267,0.0,0,0,4,,4,0,0.10189203719546142,0.027997095940909836,0.6461967841017989,0.8783277799724298,0.25191024136230666,0.09367504896348533,9.373404329760248e-07,7.512317501048638e-08,7.0,0,4.0,0,6.0,0,7.0,0,0.0,1,2016-05-01,2016-04-01,2016-04-01,2016-03-01,2016-04-01,2016-06-04,2016-05-28,persist17w
2016-06-17,0,2016-06-17,expansion,expansion,official,0.4830473630046626,-0.18141840883794363,0,1,1,1,0.34330328299798785,labor_stress,0.9738980640536249,-0.7546130096519629,none,absent,False,0.7646171187447396,0,expansion,0.0,0.15436922650872326,0.0,0,0,4,,4,0,0.12868262595142785,0.03946189773040444,0.6213166763748026,0.8625775694052091,0.2499997674420768,0.0979604506604695,9.302316928077276e-07,8.220391682411066e-08,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2016-05-01,2016-04-01,2016-05-01,2016-03-01,2016-05-01,2016-06-11,2016-06-04,persist17w
2016-06-24,0,2016-06-24,expansion,expansion,official,0.4907819561310392,-0.21635926444260617,0,1,1,1,0.35213522681329035,labor_stress,1.012571029685508,-0.9348971609788203,none,absent,False,0.7701321599417189,0,expansion,0.0,0.15319080365912166,0.0,0,0,4,,4,0,0.12089753242887817,0.03622770062332365,0.6291017698973522,0.8669521893710872,0.24999976744207678,0.09682002942936832,9.302316928077275e-07,8.057622096869958e-08,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2016-05-01,2016-04-01,2016-05-01,2016-03-01,2016-05-01,2016-06-18,2016-06-11,persist17w
2016-07-01,0,2016-07-01,expansion,expansion,official,0.4873977565413831,-0.2474817995658157,0,1,1,1,0.3598495269421271,labor_stress,1.0286646220946374,-0.801533086532094,none,absent,False,0.7759989813998414,0,expansion,0.0,0.1546607222311021,0.0,0,0,4,,4,0,0.11623187190828393,0.033505781422634884,0.6337674304179466,0.8712465610725514,0.2499997674420768,0.09524757967271001,9.302316928077276e-07,7.783210367731135e-08,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2016-05-01,2016-05-01,2016-05-01,2016-04-01,2016-05-01,2016-06-25,2016-06-18,persist17w
2016-07-08,0,2016-07-08,expansion,expansion,official,0.4918890949410432,-0.03596311685989228,0,1,1,1,0.3597612288256109,labor_stress,1.0364912605106222,-0.17268355287942325,none,absent,False,0.7530244326951011,0,expansion,0.0,0.037485932249362724,0.0,0,0,4,,4,0,0.15210431810635636,0.0469818510639202,0.597894984219874,0.8530212492896941,0.24999976744207678,0.099996816594593,9.302316928077275e-07,8.305179262989169e-08,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2016-06-01,2016-05-01,2016-05-01,2016-04-01,2016-05-01,2016-07-02,2016-06-25,persist17w
2016-07-15,0,2016-07-15,expansion,expansion,official,0.538774301639646,0.07910685971821389,0,1,1,1,0.4027322818863579,labor_stress,1.1543088937042065,0.6284933973603856,none,absent,True,0.7482822613079511,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.15868362936227665,0.05001234101497561,0.5913156729639537,0.849134917944485,0.2499997674420768,0.10085265663653402,9.302316928077276e-07,8.440400520761841e-08,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2016-06-01,2016-05-01,2016-06-01,2016-04-01,2016-06-01,2016-07-09,2016-07-02,persist17w
2016-07-22,0,2016-07-22,expansion,expansion,official,0.5412439628103247,0.13059299103024075,0,1,1,1,0.4052944273744619,labor_stress,1.1666571995575998,0.8865181112046621,none,absent,True,0.7391876200960438,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.16578334519512902,0.05490220841870303,0.5842159571311014,0.8421426617511016,0.2499997674420768,0.10295504165505784,9.302316928077276e-07,8.81751375407888e-08,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2016-06-01,2016-05-01,2016-06-01,2016-04-01,2016-06-01,2016-07-16,2016-07-09,persist17w
2016-07-29,0,2016-07-29,expansion,expansion,official,0.5453602480524522,0.14368190480177342,0,1,1,1,0.409516354250497,labor_stress,1.1872386257682372,0.9526795233783903,none,absent,True,0.7356805105108115,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.16656877993818645,0.05648574087882366,0.5834305223880439,0.8395973397644819,0.2499997674420768,0.10391682925367042,9.302316928077276e-07,9.010302404373787e-08,6.0,0,7.0,0,8.0,0,6.0,0,0.0,1,2016-06-01,2016-05-01,2016-06-01,2016-04-01,2016-06-01,2016-07-23,2016-07-16,persist17w
2016-08-05,0,2016-08-05,expansion,expansion,official,0.45135867992754947,0.05754857100100554,0,2,2,2,0.44202981868756025,labor_stress,1.0737417050888172,0.2056069869647846,none,absent,False,0.6936033311333749,0,expansion,0.02181666106440505,0.0,0.0,0,0,4,,4,0,0.1764612837517275,0.06645570855426502,0.5606808994325623,0.8135737610130117,0.262856902530832,0.11997042987963684,9.142848783681113e-07,1.0055308650347314e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2016-07-01,2016-06-01,2016-06-01,2016-05-01,2016-06-01,2016-07-30,2016-07-23,persist17w
2016-08-12,0,2016-08-12,expansion,expansion,official,0.4411261921736213,0.05924730491678058,0,1,2,1,0.4206335124299597,labor_stress,1.0002469588915948,0.05065901981740485,none,absent,False,0.7154575426883041,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.1828559541912399,0.06755345114002426,0.5671433481349905,0.8239519969950787,0.24999976744207678,0.1084944543067746,9.302316928077275e-07,9.755812254549328e-08,8.0,0,5.0,0,6.0,0,8.0,0,0.0,1,2016-07-01,2016-06-01,2016-06-01,2016-05-01,2016-06-01,2016-08-06,2016-07-30,persist17w
2016-08-19,0,2016-08-19,expansion,expansion,official,0.4482329764838582,0.18584440211911848,0,1,2,1,0.4048719541700474,labor_stress,0.9073848055623828,-0.3241250716098784,none,absent,False,0.7006109633031044,0,expansion,0.0,0.06945537248783108,0.0,0,0,4,,4,0,0.20193153300012232,0.08054192784388872,0.5480677693261081,0.8100344665756445,0.2499997674420768,0.10942350327254016,9.302316928077276e-07,1.023079265312677e-07,4.0,0,6.0,0,7.0,0,4.0,0,0.0,1,2016-07-01,2016-06-01,2016-07-01,2016-05-01,2016-07-01,2016-08-13,2016-08-06,persist17w
2016-08-26,0,2016-08-26,expansion,expansion,official,0.4505364308389014,0.20426745891890502,0,1,2,1,0.4079146610304513,labor_stress,0.9189020773375992,-0.2314583088333101,none,absent,False,0.6971490672938789,0,expansion,0.0,0.04959820903570931,0.0,0,0,4,,4,0,0.20407434490660922,0.08070161735600008,0.5459249574196212,0.8082236735862942,0.2499997674420768,0.11107460629241526,9.302316928077276e-07,1.0276529050316865e-07,5.0,0,7.0,0,8.0,0,5.0,0,0.0,1,2016-07-01,2016-06-01,2016-07-01,2016-05-01,2016-07-01,2016-08-20,2016-08-13,persist17w
2016-09-02,0,2016-09-02,expansion,expansion,official,0.4939187766314145,0.32560619131286916,0,0,2,0,0.3711926062817073,labor_stress,0.9166949899464358,-0.33248947407342544,none,absent,False,0.7578544656705295,0,expansion,0.0,0.07124774444430546,0.0,0,0,4,,4,0,0.20266718519552143,0.0762844067557148,0.5787972888251809,0.840784985420655,0.21853461561507778,0.08293051975012551,9.103642200332125e-07,8.807350469646175e-08,6.0,0,3.0,0,5.0,0,6.0,0,0.0,1,2016-08-01,2016-07-01,2016-07-01,2016-06-01,2016-07-01,2016-08-27,2016-08-20,persist17w
2016-09-09,0,2016-09-09,expansion,expansion,official,0.5008123258464121,0.2835098449006483,0,0,2,0,0.3798479737549926,labor_stress,0.9511627360214236,-0.5431842012692628,none,absent,False,0.750155716262208,0,expansion,0.0,0.11639661455769917,0.0,0,0,4,,4,0,0.19528664378804964,0.07357359978378328,0.5769318297087818,0.8382910135622471,0.22778061538070712,0.08813529730003912,9.111224615228284e-07,8.935393055516599e-08,7.0,0,4.0,0,6.0,0,7.0,0,0.0,1,2016-08-01,2016-07-01,2016-07-01,2016-06-01,2016-07-01,2016-09-03,2016-08-27,persist17w
2016-09-16,0,2016-09-16,expansion,expansion,official,0.466572112266799,-0.08045523529462958,0,1,1,1,0.39620691814530073,labor_stress,0.96029839817671,-0.5666500216459801,none,absent,False,0.7719754555426592,0,expansion,0.0,0.12496262482733637,0.0,0,0,4,,4,0,0.13593450080786434,0.04187445715419373,0.6216516759522074,0.8650504598741361,0.2424129212383609,0.09307500433147685,9.020015673985522e-07,7.864019346172454e-08,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2016-08-01,2016-07-01,2016-08-01,2016-06-01,2016-08-01,2016-09-10,2016-09-03,persist17w
2016-09-23,0,2016-09-23,expansion,expansion,official,0.47576963167632347,-0.06332236722472351,0,1,1,1,0.4074499033879895,labor_stress,1.0062859952243324,-0.4819091345153838,none,absent,False,0.7720618718413171,0,expansion,0.0,0.10534753773591209,0.0,0,0,4,,4,0,0.13660484292691943,0.041857360382561604,0.6209574458832404,0.8651022165623058,0.24243680909938772,0.0930403447209887,9.020904524628381e-07,7.833414386402972e-08,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2016-08-01,2016-07-01,2016-08-01,2016-06-01,2016-08-01,2016-09-17,2016-09-10,persist17w
2016-09-30,0,2016-09-30,expansion,expansion,official,0.47880032692526997,-0.05595425042212308,0,1,0,1,0.4403026588451342,labor_stress,1.0940951231558602,0.029651852543356692,none,absent,False,0.7537945510148493,0,expansion,0.0,0.0016344268421661608,0.0,0,0,4,,4,0,0.1428759081528166,0.04393498064053763,0.6044444634194905,0.8549297431757534,0.2526786882279228,0.10113519216090414,9.401997701504104e-07,8.402280475688191e-08,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2016-08-01,2016-08-01,2016-08-01,2016-07-01,2016-08-01,2016-09-24,2016-09-17,persist17w
2016-10-07,0,2016-10-07,expansion,expansion,official,0.49160644310660917,-0.036045068888346556,0,2,0,2,0.4600731913359808,labor_stress,1.172681091389461,0.4722224824188346,none,absent,False,0.7067319788601132,0,expansion,0.005061236625395681,0.0004957104681052728,0.0,0,0,4,,4,0,0.14666277569747152,0.04670762855258061,0.5762280938053048,0.8300121277817786,0.2771081666427309,0.12328014892166539,9.638544926703684e-07,9.474397556507169e-08,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2016-09-01,2016-08-01,2016-08-01,2016-07-01,2016-08-01,2016-10-01,2016-09-24,persist17w
2016-10-14,0,2016-10-14,expansion,expansion,official,0.5197990379527968,0.10424559815185694,0,1,0,1,0.48286990886581055,labor_stress,1.2988544496810583,1.0569828012521711,none,absent,True,0.715534257070597,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.1646306089247531,0.05486020351262462,0.5715649874476676,0.8303369782455012,0.26380342203345075,0.11480272117490424,9.81594128496561e-07,9.706696980537924e-08,8.0,0,5.0,0,6.0,0,8.0,0,0.0,1,2016-09-01,2016-08-01,2016-08-01,2016-07-01,2016-08-01,2016-10-08,2016-10-01,persist17w
2016-10-21,0,2016-10-21,expansion,expansion,official,0.5077390228358908,-0.06471200243645996,0,2,0,2,0.4639870982494942,labor_stress,1.2460335093387191,0.8791343756677757,none,absent,True,0.7108260675569957,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.1380311686815093,0.044050413669113664,0.584859700821267,0.8333877795634282,0.2771081666427309,0.12256171200643248,9.638544926703684e-07,9.476102562010656e-08,4.0,0,6.0,0,7.0,0,4.0,0,0.0,1,2016-09-01,2016-08-01,2016-09-01,2016-07-01,2016-09-01,2016-10-15,2016-10-08,persist17w
2016-10-28,0,2016-10-28,expansion,expansion,official,0.5010206061556589,-0.08345494849391426,0,2,0,2,0.4571973276757059,labor_stress,1.2124414259375598,0.7872908415697906,none,absent,False,0.7108907227401923,0,expansion,0.0009359209152316874,0.00019939176317716322,0.0,0,0,4,,4,0,0.13650951346374335,0.043476705553214395,0.5863813560390331,0.8337069611563264,0.2771081666427309,0.12281623841613407,9.638544926703684e-07,9.487432529261418e-08,5.0,0,7.0,0,8.0,0,5.0,0,0.0,1,2016-09-01,2016-08-01,2016-09-01,2016-07-01,2016-09-01,2016-10-22,2016-10-15,persist17w
2016-11-04,0,2016-11-04,expansion,expansion,official,0.47497016111415225,-0.1981763053144739,0,2,0,2,0.4387062487480853,labor_stress,1.1062624753849026,0.4171928046497963,none,absent,False,0.7479293232494262,0,expansion,0.015194104345138529,0.006704945218139287,0.0,0,0,4,,4,0,0.1176058063503525,0.035321127569285314,0.6172178564212794,0.8563040562461142,0.26517541487909907,0.10837473299668804,9.223492691446924e-07,8.318791256419893e-08,6.0,0,3.0,0,5.0,0,6.0,0,0.0,1,2016-10-01,2016-09-01,2016-09-01,2016-08-01,2016-09-01,2016-10-29,2016-10-22,persist17w
2016-11-11,0,2016-11-11,expansion,expansion,official,0.46393552905004787,-0.23230029122501486,0,2,0,2,0.4261505327726685,labor_stress,1.051089315064381,0.24906375986288962,none,absent,False,0.7513296085530702,0,expansion,0.02198015123311047,0.010953542717255413,0.0,0,0,4,,4,0,0.11417864219753755,0.033679447159624204,0.6207125848406251,0.8588250397512258,0.2651078508475735,0.1074954311981556,9.221142638176469e-07,8.189099430693169e-08,7.0,0,4.0,0,6.0,0,7.0,0,0.0,1,2016-10-01,2016-09-01,2016-09-01,2016-08-01,2016-09-01,2016-11-05,2016-10-29,persist17w
2016-11-18,0,2016-11-18,expansion,expansion,official,0.5129729336103055,0.08145823773058729,0,1,1,1,0.4470935569749216,labor_stress,1.205938451861265,0.5094616786630021,none,absent,True,0.7338231098498448,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.16602614256094433,0.056832968147381806,0.583973159765286,0.8384950252709336,0.2499997674420768,0.1046719154210888,9.302316928077276e-07,9.11605958785091e-08,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2016-10-01,2016-09-01,2016-10-01,2016-08-01,2016-10-01,2016-11-12,2016-11-05,persist17w
2016-11-25,0,2016-11-25,expansion,expansion,official,0.5191115015868746,0.05516731264263466,0,1,1,1,0.4533143820689288,labor_stress,1.236631291744111,0.38137413402523745,none,absent,True,0.7378003341680787,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.16016493358037634,0.054421601153932055,0.589834368745854,0.8416893212848852,0.24999976744207678,0.10388898711680647,9.302316928077275e-07,9.044437638191797e-08,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2016-10-01,2016-09-01,2016-10-01,2016-08-01,2016-10-01,2016-11-19,2016-11-12,persist17w
2016-12-02,0,2016-12-02,expansion,expansion,official,0.5455583774322619,0.1384048715346285,0,1,1,1,0.4119565491278981,labor_stress,1.1782828856180563,-0.024073285558104226,none,absent,True,0.7584366678912755,0,expansion,0.0,0.005158561191022334,0.0,0,0,4,,4,0,0.14980727616769018,0.04915402056061286,0.60728453785802,0.8546412819372269,0.24290728213324014,0.09620461404595142,9.038410497981029e-07,8.345620894021366e-08,6.0,0,3.0,0,4.0,0,6.0,0,0.0,1,2016-11-01,2016-10-01,2016-10-01,2016-09-01,2016-10-01,2016-11-26,2016-11-19,persist17w
2016-12-09,0,2016-12-09,expansion,expansion,official,0.5407435631091199,0.05600126534873545,0,1,1,1,0.4069650421264841,labor_stress,1.1542088140023457,-0.3658302187767066,none,absent,True,0.7663563567027111,0,expansion,0.0,0.07839218973786569,0.0,0,0,4,,4,0,0.13951755825348328,0.04441343965179014,0.6179409346055487,0.8609714179333,0.24254060466429955,0.09461506123058892,9.024766685183239e-07,8.118432096626459e-08,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2016-11-01,2016-10-01,2016-10-01,2016-09-01,2016-10-01,2016-12-03,2016-11-26,persist17w
2016-12-16,0,2016-12-16,expansion,expansion,official,0.48373737950130324,-0.2503105344812651,0,2,0,2,0.3692381181337408,labor_stress,1.000183393342831,-0.6498305588938567,none,absent,False,0.7567246367706645,0,expansion,0.15029715505435126,0.14506933065143532,0.0,0,0,4,,4,0,0.1073651372393369,0.031019930078798816,0.6276604135266889,0.8628523131972258,0.26497352758692166,0.10612767642656132,9.216470524762494e-07,8.029741395613877e-08,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2016-11-01,2016-10-01,2016-11-01,2016-09-01,2016-11-01,2016-12-10,2016-12-03,persist17w
2016-12-23,0,2016-12-23,expansion,expansion,official,0.43495154160155713,-0.41148738923437006,0,2,0,2,0.3474154971115087,labor_stress,0.856326018228105,-0.9451538687208096,none,absent,True,0.7171691615870497,0,expansion,0.19564736783705095,0.1837985233096124,0.058823529411764705,0,0,4,,4,0,0.0942667398426843,0.027183440415867555,0.6023974008958632,0.8449928173792549,0.3033348988278345,0.12782365579220523,9.604336179801427e-07,8.641267235997758e-08,5.0,0,6.0,0,3.0,0,5.0,0,0.0,1,2016-11-01,2016-11-01,2016-11-01,2016-10-01,2016-11-01,2016-12-17,2016-12-10,persist17w
2016-12-30,0,2016-12-30,expansion,expansion,official,0.433001969227872,-0.356116375030727,0,2,0,2,0.34482443930103945,labor_stress,0.8465781563596788,-0.6664308472743234,none,absent,False,0.730030229528644,0,expansion,0.18742259744957937,0.1728951194048225,0.0,0,0,4,,4,0,0.10414257400138402,0.029308345881934764,0.6187482955013924,0.8503608976692659,0.27710816664273097,0.12033066814062186,9.638544926703686e-07,8.830817726198535e-08,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2016-11-01,2016-11-01,2016-11-01,2016-10-01,2016-11-01,2016-12-24,2016-12-17,persist17w
2017-01-06,0,2017-01-06,expansion,expansion,official,0.4450818575128707,-0.2601951132940735,0,1,0,1,0.36397792208272406,labor_stress,0.9155859170934758,-0.3435902117165798,none,absent,False,0.7753453433955526,0,expansion,0.0,0.09181664008423693,0.0,0,0,4,,4,0,0.11524965812006177,0.032795397863803054,0.6325887070859177,0.8712749338835108,0.2521606965216614,0.0959295904879583,9.38272359150368e-07,7.776472784460385e-08,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2016-12-01,2016-11-01,2016-11-01,2016-10-01,2016-11-01,2016-12-31,2016-12-24,persist17w
2017-01-13,0,2017-01-13,expansion,expansion,official,0.43818432202388247,-0.3593131266913449,0,1,0,1,0.3491659788273298,labor_stress,0.8662845723974091,-0.9509579341718807,none,absent,False,0.7819484067075675,0,expansion,0.0,0.17811098455749136,0.0,0,0,4,,4,0,0.09981230617374995,0.028416734093636944,0.6483155101889905,0.8767657975144902,0.2518712464419239,0.09481739080692274,9.371953355978563e-07,7.758495010676773e-08,8.0,0,5.0,0,6.0,0,8.0,0,0.0,1,2016-12-01,2016-11-01,2016-11-01,2016-10-01,2016-11-01,2017-01-07,2016-12-31,persist17w
2017-01-20,0,2017-01-20,expansion,expansion,official,0.509931657450682,-0.16170626669770222,0,0,0,0,0.41644251989945846,labor_stress,1.0617861220263476,-0.47831540303884545,none,absent,True,0.7900537820439477,0,expansion,0.0,0.10249615779403831,0.0,0,0,4,,4,0,0.12051637742115577,0.034583240885838494,0.640657158873366,0.877735231803696,0.23882550840344455,0.08768144975974826,9.553020336137781e-07,7.755071747960603e-08,4.0,0,6.0,0,7.0,0,4.0,0,0.0,1,2016-12-01,2016-11-01,2016-12-01,2016-10-01,2016-12-01,2017-01-14,2017-01-07,persist17w
2017-01-27,0,2017-01-27,expansion,expansion,official,0.5112679801162351,-0.1252731002669869,0,0,0,0,0.41796778867755435,labor_stress,1.068467735354113,-0.29618071445685185,none,absent,True,0.7866152365348242,0,expansion,0.0,0.06346729595503968,0.0,0,0,4,,4,0,0.12620793890819024,0.0367228074682956,0.634864563441986,0.8749461752908003,0.23892654194365598,0.08833093875597613,9.55706167774624e-07,7.848492802386678e-08,5.0,0,7.0,0,8.0,0,5.0,0,0.0,1,2016-12-01,2016-11-01,2016-12-01,2016-10-01,2016-12-01,2017-01-21,2017-01-14,persist17w
2017-02-03,0,2017-02-03,expansion,expansion,official,0.49919512530462457,-0.14951815141415378,0,0,0,0,0.4080332692606623,labor_stress,1.0184410948851597,-0.36857821493145765,none,absent,False,0.7860264927470724,0,expansion,0.0,0.07966773045917314,0.0,0,0,4,,4,0,0.12483565012282495,0.036608543411625415,0.6362612124576823,0.8747089350827143,0.2389021818107656,0.08868244233564196,9.556087272430625e-07,7.917001838140062e-08,6.0,0,3.0,0,5.0,0,6.0,0,0.0,1,2017-01-01,2016-12-01,2016-12-01,2016-11-01,2016-12-01,2017-01-28,2017-01-21,persist17w
2017-02-10,0,2017-02-10,expansion,expansion,official,0.5142983125442129,-0.023749892743135805,0,0,0,0,0.42541731302649644,labor_stress,1.0939570310831015,0.26076328366106105,none,absent,True,0.7765553056852952,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.14207974964916475,0.04257719840002212,0.6187110037211014,0.8669890132058294,0.2392082897965747,0.09043370752053427,9.568331591862988e-07,8.087361428430419e-08,7.0,0,4.0,0,6.0,0,7.0,0,0.0,1,2017-01-01,2016-12-01,2016-12-01,2016-11-01,2016-12-01,2017-02-04,2017-01-28,persist17w
2017-02-17,0,2017-02-17,expansion,expansion,official,0.5013817685916913,0.09501399858016514,0,0,1,0,0.41212102684403223,labor_stress,1.0434995831818643,0.5223401073222752,none,absent,False,0.7544047568753537,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.1744622605724381,0.05812148235717312,0.5888506262319295,0.8481415934948723,0.2366861664509667,0.09373683661951857,9.467446658038668e-07,8.752843600103842e-08,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2017-01-01,2016-12-01,2017-01-01,2016-11-01,2017-01-01,2017-02-11,2017-02-04,persist17w
2017-02-24,0,2017-02-24,expansion,expansion,official,0.5185980966868897,0.15394923522587625,0,0,1,0,0.4314501252181087,labor_stress,1.1295812236578564,0.8170162905508307,none,absent,True,0.7485164843023038,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.17874440411458806,0.06159902332210037,0.5845684826897796,0.8434586854107725,0.2366861664509667,0.09494220110846875,9.467446658038668e-07,9.015865841080298e-08,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2017-01-01,2016-12-01,2017-01-01,2016-11-01,2017-01-01,2017-02-18,2017-02-04,persist17w
2017-03-03,0,2017-03-03,expansion,expansion,official,0.5665101869820647,0.34162434197153185,0,1,2,1,0.4476725140609397,labor_stress,1.2792977515395256,1.1012434876712136,none,absent,True,0.7502624631389258,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.17906501056660815,0.06281525970354647,0.5907854988421604,0.8437235581311581,0.23014859620089054,0.09346109499223236,8.943903409811494e-07,8.71730631326194e-08,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2017-01-01,2017-01-01,2017-01-01,2016-12-01,2017-01-01,2017-02-25,2017-02-18,persist17w
2017-03-10,0,2017-03-10,expansion,expansion,official,0.5578372619371992,0.380550874848996,0,1,2,1,0.4370708219510138,labor_stress,1.2300482623234354,0.9803730858022829,none,absent,True,0.7784582136597329,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.18565703023209648,0.06470559066561564,0.6020633849443418,0.8568762708734926,0.2122786911174194,0.07841805721375968,8.937061422585324e-07,8.124713206488333e-08,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2017-02-01,2017-01-01,2017-01-01,2016-12-01,2017-01-01,2017-03-04,2017-02-25,persist17w
2017-03-17,0,2017-03-17,expansion,expansion,official,0.5630904444319124,0.0807122715725634,0,1,1,1,0.43193496552149163,labor_stress,1.2160922585058973,0.43394142878297404,none,absent,True,0.7681070307836818,0,expansion,0.0,0.0,0.0,0,0,4,,4,0,0.13765733100396266,0.04351608286210508,0.6198674519092044,0.8622954336562633,0.24247431485682422,0.09418840287258141,9.022300087695785e-07,8.060905024763429e-08,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2017-02-01,2017-01-01,2017-02-01,2016-12-01,2017-02-01,2017-03-11,2017-03-04,persist17w
2017-03-24,0,2017-03-24,expansion,expansion,official,0.5312790475501957,-0.033589823521529304,0,1,1,1,0.39792093400688633,labor_stress,1.0570352740973143,-0.14327895662678802,none,absent,True,0.7772447140459642,0,expansion,0.0,0.030702633562883146,0.0,0,0,4,,4,0,0.1285448429737394,0.038808509020866216,0.6293046676440587,0.8692180639231224,0.24214958836047779,0.09197334987715823,9.010217241320104e-07,7.71788531106385e-08,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2017-02-01,2017-01-01,2017-02-01,2016-12-01,2017-02-01,2017-03-18,2017-03-11,persist17w
2017-03-31,0,2017-03-31,expansion,expansion,official,0.464234544829198,-0.18227394250195875,0,1,0,1,0.3530705531372927,labor_stress,0.8315983606272204,-0.6337285520444955,none,absent,False,0.7842300505667829,0,expansion,0.0,0.14432786282071802,0.0,0,0,4,,4,0,0.11947775764176523,0.035077956524436286,0.6386948627346168,0.8745760094819414,0.2418264798041581,0.09034595891515855,8.998194597364023e-07,7.507846383604433e-08,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2017-02-01,2017-02-01,2017-02-01,2017-01-01,2017-02-01,2017-03-25,2017-03-18,persist17w
