lam,epsilon,confirmation_weeks,immediate_margin,overall_recall,false_positive_rate,precision,f1,recession_weeks,first_third_weeks,first_third_recall,middle_third_weeks,middle_third_recall,final_third_weeks,final_third_recall,first_half_weeks,first_half_recall,core_weeks,core_recall,recession_weeks_classified_recovery,trough_adjacent_weeks,trough_adjacent_classified_recovery,non_trough_recession_weeks_classified_recovery,false_positive_episodes,longest_false_positive_episode,four_week_confirmed_false_positive_episodes,one_step_transitions,two_step_transitions,three_week_whipsaws,longest_run_weeks,minimum_phase_entries,phases_reached,occupancy_recovery,occupancy_expansion,occupancy_slowdown,occupancy_contraction,entries_recovery,entries_expansion,entries_slowdown,entries_contraction,raw_official_disagreement_rate,longest_disagreement_run,single_domain_official_contraction_weeks,certainty_no_inversion,mean_separation_high,mean_separation_low,median_transition_delay_weeks,maximum_transition_delay_weeks,immediate_transitions,confirmed_transitions,recession_2001_first_recession_alert_weeks,recession_2001_first_raw_contraction_weeks,recession_2001_first_official_contraction_weeks,recession_2001_four_week_confirmed_contraction_weeks,gfc_first_recession_alert_weeks,gfc_first_raw_contraction_weeks,gfc_first_official_contraction_weeks,gfc_four_week_confirmed_contraction_weeks,level_severity,momentum_severity,level_breadth,momentum_breadth,contraction_entry,corroboration_share,changed_parameters,stage
1.2,0.005,3,0.4,0.920354,0.031477,0.8,0.855967,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,10,3,58,2,1,63,4,"contraction,expansion,recovery,slowdown",0.115016,0.412141,0.334398,0.138445,4,28,25,4,0.176784,7,0,True,0.652667,0.174291,2.0,2,6,54,0.0,0.0,0.0,0.0,2.0,6.0,8.0,8.0,2.6,0.7,4,2,0.8,0.15,6,2
1.2,0.01,3,0.4,0.920354,0.031477,0.8,0.855967,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,10,3,58,2,1,63,4,"contraction,expansion,recovery,slowdown",0.115016,0.412141,0.334398,0.138445,4,28,25,4,0.176784,7,0,True,0.651024,0.172958,2.0,2,6,54,0.0,0.0,0.0,0.0,2.0,6.0,8.0,8.0,2.6,0.7,4,2,0.8,0.15,6,2
1.2,0.02,3,0.4,0.920354,0.031477,0.8,0.855967,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,10,3,56,3,1,63,4,"contraction,expansion,recovery,slowdown",0.117146,0.408946,0.335463,0.138445,4,27,25,4,0.175719,5,0,True,0.649416,0.16897,2.0,2,6,53,0.0,0.0,0.0,0.0,2.0,6.0,8.0,8.0,2.6,0.7,4,2,0.8,0.15,6,2
1.8,0.01,3,0.4,0.920354,0.032688,0.793893,0.852459,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,10,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.333333,0.13951,3,24,22,3,0.188498,10,0,True,0.713356,0.221161,2.0,2,8,43,0.0,0.0,0.0,0.0,2.0,2.0,9.0,9.0,2.3,0.7,3,2,0.75,0.1,5,2
1.8,0.02,3,0.4,0.920354,0.032688,0.793893,0.852459,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,10,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.333333,0.13951,3,24,22,3,0.188498,10,0,True,0.708888,0.217021,2.0,2,8,43,0.0,0.0,0.0,0.0,2.0,2.0,9.0,9.0,2.3,0.7,3,2,0.75,0.1,5,2
1.8,0.01,3,0.2,0.920354,0.032688,0.793893,0.852459,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,10,3,54,2,1,66,3,"contraction,expansion,recovery,slowdown",0.116081,0.412141,0.332268,0.13951,3,24,25,5,0.14803,7,0,True,0.70779,0.221161,1.0,2,26,30,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,3,2,0.75,0.15,5,2
1.8,0.01,3,0.4,0.920354,0.032688,0.793893,0.852459,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,10,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.333333,0.13951,3,24,22,3,0.188498,10,0,True,0.713356,0.221161,2.0,2,8,43,0.0,0.0,0.0,0.0,2.0,2.0,9.0,9.0,2.3,0.7,2,2,0.75,0.1,6,2
1.8,0.02,3,0.4,0.920354,0.032688,0.793893,0.852459,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,10,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.333333,0.13951,3,24,22,3,0.188498,10,0,True,0.708888,0.217021,2.0,2,8,43,0.0,0.0,0.0,0.0,2.0,2.0,9.0,9.0,2.3,0.7,2,2,0.75,0.1,6,2
1.8,0.01,3,0.4,0.920354,0.032688,0.793893,0.852459,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,10,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.333333,0.13951,3,24,22,3,0.188498,10,0,True,0.713356,0.221161,2.0,2,8,43,0.0,0.0,0.0,0.0,2.0,2.0,9.0,9.0,2.3,0.7,4,2,0.75,0.1,6,2
1.8,0.02,3,0.4,0.920354,0.032688,0.793893,0.852459,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,10,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.333333,0.13951,3,24,22,3,0.188498,10,0,True,0.708888,0.217021,2.0,2,8,43,0.0,0.0,0.0,0.0,2.0,2.0,9.0,9.0,2.3,0.7,4,2,0.75,0.1,6,2
1.8,0.01,3,0.2,0.920354,0.032688,0.793893,0.852459,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,10,3,54,2,1,66,3,"contraction,expansion,recovery,slowdown",0.116081,0.412141,0.332268,0.13951,3,24,25,5,0.14803,7,0,True,0.70779,0.221161,1.0,2,26,30,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,2,2,0.75,0.15,6,2
1.8,0.01,3,0.2,0.920354,0.032688,0.793893,0.852459,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,10,3,54,2,1,66,3,"contraction,expansion,recovery,slowdown",0.116081,0.412141,0.332268,0.13951,3,24,25,5,0.14803,7,0,True,0.70779,0.221161,1.0,2,26,30,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,4,2,0.75,0.15,6,2
1.2,0.005,3,0.2,0.920354,0.033898,0.787879,0.84898,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.325879,0.140575,4,28,26,5,0.13099,6,0,True,0.652289,0.174291,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,2.3,0.7,3,2,0.75,0.1,5,2
1.2,0.01,3,0.2,0.920354,0.033898,0.787879,0.84898,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.325879,0.140575,4,28,26,5,0.13099,6,0,True,0.649875,0.172958,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,2.3,0.7,3,2,0.75,0.1,5,2
1.2,0.02,3,0.2,0.920354,0.033898,0.787879,0.84898,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,1,2,66,4,"contraction,expansion,recovery,slowdown",0.123536,0.410011,0.325879,0.140575,4,27,26,5,0.13099,6,0,True,0.648314,0.16897,1.0,2,27,34,0.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,2.3,0.7,3,2,0.75,0.1,5,2
1.8,0.01,3,0.4,0.920354,0.033898,0.787879,0.84898,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.332268,0.140575,3,24,22,3,0.189563,10,0,True,0.70779,0.221161,2.0,2,8,43,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,3,2,0.75,0.15,5,2
1.8,0.02,3,0.4,0.920354,0.033898,0.787879,0.84898,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.332268,0.140575,3,24,22,3,0.189563,10,0,True,0.702403,0.217021,2.0,2,8,43,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,3,2,0.75,0.15,5,2
1.2,0.005,3,0.2,0.920354,0.033898,0.787879,0.84898,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.325879,0.140575,4,28,26,5,0.13099,6,0,True,0.652289,0.174291,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,2.3,0.7,2,2,0.75,0.1,6,2
1.2,0.01,3,0.2,0.920354,0.033898,0.787879,0.84898,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.325879,0.140575,4,28,26,5,0.13099,6,0,True,0.649875,0.172958,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,2.3,0.7,2,2,0.75,0.1,6,2
1.2,0.02,3,0.2,0.920354,0.033898,0.787879,0.84898,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,1,2,66,4,"contraction,expansion,recovery,slowdown",0.123536,0.410011,0.325879,0.140575,4,27,26,5,0.13099,6,0,True,0.648314,0.16897,1.0,2,27,34,0.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,2.3,0.7,2,2,0.75,0.1,6,2
1.2,0.005,3,0.2,0.920354,0.033898,0.787879,0.84898,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.325879,0.140575,4,28,26,5,0.13099,6,0,True,0.652289,0.174291,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,2.3,0.7,4,2,0.75,0.1,6,2
1.2,0.01,3,0.2,0.920354,0.033898,0.787879,0.84898,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.325879,0.140575,4,28,26,5,0.13099,6,0,True,0.649875,0.172958,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,2.3,0.7,4,2,0.75,0.1,6,2
1.2,0.02,3,0.2,0.920354,0.033898,0.787879,0.84898,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,1,2,66,4,"contraction,expansion,recovery,slowdown",0.123536,0.410011,0.325879,0.140575,4,27,26,5,0.13099,6,0,True,0.648314,0.16897,1.0,2,27,34,0.0,0.0,0.0,0.0,2.0,2.0,7.0,11.0,2.3,0.7,4,2,0.75,0.1,6,2
1.8,0.01,3,0.4,0.920354,0.033898,0.787879,0.84898,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.332268,0.140575,3,24,22,3,0.189563,10,0,True,0.70779,0.221161,2.0,2,8,43,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,2,2,0.75,0.15,6,2
1.8,0.02,3,0.4,0.920354,0.033898,0.787879,0.84898,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.332268,0.140575,3,24,22,3,0.189563,10,0,True,0.702403,0.217021,2.0,2,8,43,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,2,2,0.75,0.15,6,2
1.8,0.01,3,0.4,0.920354,0.033898,0.787879,0.84898,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.332268,0.140575,3,24,22,3,0.189563,10,0,True,0.70779,0.221161,2.0,2,8,43,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,4,2,0.75,0.15,6,2
1.8,0.02,3,0.4,0.920354,0.033898,0.787879,0.84898,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,48,3,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.332268,0.140575,3,24,22,3,0.189563,10,0,True,0.702403,0.217021,2.0,2,8,43,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,4,2,0.75,0.15,6,2
1.2,0.005,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.324814,0.14164,4,28,26,5,0.129925,6,0,True,0.648551,0.174291,1.0,2,29,33,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,3,2,0.75,0.15,5,2
1.2,0.01,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.324814,0.14164,4,28,26,5,0.129925,6,0,True,0.646928,0.172958,1.0,2,29,33,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,3,2,0.75,0.15,5,2
1.2,0.02,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.122471,0.410011,0.325879,0.14164,4,27,27,5,0.129925,6,0,True,0.645354,0.16897,1.0,2,28,34,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,3,2,0.75,0.15,5,2
1.8,0.02,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,54,2,1,66,3,"contraction,expansion,recovery,slowdown",0.116081,0.413206,0.329073,0.14164,3,24,25,5,0.144835,7,0,True,0.702403,0.217021,0.5,2,28,28,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,3,2,0.75,0.15,5,2
1.2,0.005,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.324814,0.14164,4,28,26,5,0.129925,6,0,True,0.648551,0.174291,1.0,2,29,33,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,2,2,0.75,0.15,6,2
1.2,0.01,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.324814,0.14164,4,28,26,5,0.129925,6,0,True,0.646928,0.172958,1.0,2,29,33,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,2,2,0.75,0.15,6,2
1.2,0.02,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.122471,0.410011,0.325879,0.14164,4,27,27,5,0.129925,6,0,True,0.645354,0.16897,1.0,2,28,34,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,2,2,0.75,0.15,6,2
1.8,0.02,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,54,2,1,66,3,"contraction,expansion,recovery,slowdown",0.116081,0.413206,0.329073,0.14164,3,24,25,5,0.144835,7,0,True,0.702403,0.217021,0.5,2,28,28,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,2,2,0.75,0.15,6,2
1.2,0.005,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.324814,0.14164,4,28,26,5,0.129925,6,0,True,0.648551,0.174291,1.0,2,29,33,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,4,2,0.75,0.15,6,2
1.2,0.01,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.413206,0.324814,0.14164,4,28,26,5,0.129925,6,0,True,0.646928,0.172958,1.0,2,29,33,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,4,2,0.75,0.15,6,2
1.2,0.02,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.122471,0.410011,0.325879,0.14164,4,27,27,5,0.129925,6,0,True,0.645354,0.16897,1.0,2,28,34,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,4,2,0.75,0.15,6,2
1.8,0.02,3,0.2,0.920354,0.035109,0.781955,0.845528,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,54,2,1,66,3,"contraction,expansion,recovery,slowdown",0.116081,0.413206,0.329073,0.14164,3,24,25,5,0.144835,7,0,True,0.702403,0.217021,0.5,2,28,28,0.0,0.0,0.0,0.0,0.0,2.0,7.0,11.0,2.6,0.7,4,2,0.75,0.15,6,2
1.2,0.005,3,0.2,0.920354,0.03632,0.776119,0.842105,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.412141,0.324814,0.142705,4,28,26,5,0.126731,5,0,True,0.652294,0.174291,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,6.0,7.0,11.0,1.7915,0.7,3,2,0.8,0.1,4,2
1.2,0.01,3,0.2,0.920354,0.03632,0.776119,0.842105,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.412141,0.324814,0.142705,4,28,26,5,0.126731,5,0,True,0.650714,0.172958,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,6.0,7.0,11.0,1.7915,0.7,3,2,0.8,0.1,4,2
1.2,0.02,3,0.2,0.920354,0.03632,0.776119,0.842105,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,1,2,66,4,"contraction,expansion,recovery,slowdown",0.122471,0.410011,0.324814,0.142705,4,27,26,5,0.126731,5,0,True,0.649214,0.16897,1.0,2,28,33,0.0,0.0,0.0,0.0,2.0,6.0,7.0,11.0,1.7915,0.7,3,2,0.8,0.1,4,2
1.2,0.005,3,0.2,0.920354,0.03632,0.776119,0.842105,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.412141,0.324814,0.142705,4,28,26,5,0.126731,5,0,True,0.652294,0.174291,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,6.0,7.0,11.0,1.7915,0.7,2,2,0.8,0.1,5,2
1.2,0.01,3,0.2,0.920354,0.03632,0.776119,0.842105,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.412141,0.324814,0.142705,4,28,26,5,0.126731,5,0,True,0.650714,0.172958,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,6.0,7.0,11.0,1.7915,0.7,2,2,0.8,0.1,5,2
1.2,0.02,3,0.2,0.920354,0.03632,0.776119,0.842105,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,1,2,66,4,"contraction,expansion,recovery,slowdown",0.122471,0.410011,0.324814,0.142705,4,27,26,5,0.126731,5,0,True,0.649214,0.16897,1.0,2,28,33,0.0,0.0,0.0,0.0,2.0,6.0,7.0,11.0,1.7915,0.7,2,2,0.8,0.1,5,2
1.2,0.005,3,0.2,0.920354,0.03632,0.776119,0.842105,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.412141,0.324814,0.142705,4,28,26,5,0.126731,5,0,True,0.652294,0.174291,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,6.0,7.0,11.0,1.7915,0.7,4,2,0.8,0.1,5,2
1.2,0.01,3,0.2,0.920354,0.03632,0.776119,0.842105,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,2,2,66,4,"contraction,expansion,recovery,slowdown",0.120341,0.412141,0.324814,0.142705,4,28,26,5,0.126731,5,0,True,0.650714,0.172958,1.0,2,28,34,0.0,0.0,0.0,0.0,2.0,6.0,7.0,11.0,1.7915,0.7,4,2,0.8,0.1,5,2
1.2,0.02,3,0.2,0.920354,0.03632,0.776119,0.842105,113,37,0.891892,38,1.0,38,0.868421,56,0.928571,38,1.0,5,16,5,0,4,12,3,60,1,2,66,4,"contraction,expansion,recovery,slowdown",0.122471,0.410011,0.324814,0.142705,4,27,26,5,0.126731,5,0,True,0.649214,0.16897,1.0,2,28,33,0.0,0.0,0.0,0.0,2.0,6.0,7.0,11.0,1.7915,0.7,4,2,0.8,0.1,5,2
1.8,0.01,3,0.4,0.920354,0.03753,0.77037,0.83871,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,46,4,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.329073,0.14377,3,24,21,3,0.191693,10,0,True,0.708643,0.221161,2.0,2,8,42,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,3,2,0.7,0.2,4,2
1.8,0.02,3,0.4,0.920354,0.03753,0.77037,0.83871,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,46,4,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.329073,0.14377,3,24,21,3,0.191693,10,0,True,0.704931,0.217021,2.0,2,8,42,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,3,2,0.7,0.2,4,2
1.8,0.01,3,0.4,0.920354,0.03753,0.77037,0.83871,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,46,4,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.329073,0.14377,3,24,21,3,0.192758,10,0,True,0.706329,0.221161,2.0,2,8,42,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,3,2,0.75,0.2,4,2
1.8,0.02,3,0.4,0.920354,0.03753,0.77037,0.83871,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,46,4,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.329073,0.14377,3,24,21,3,0.192758,10,0,True,0.700902,0.217021,2.0,2,8,42,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,3,2,0.75,0.2,4,2
1.8,0.01,3,0.4,0.920354,0.03753,0.77037,0.83871,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,46,4,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.329073,0.14377,3,24,21,3,0.191693,10,0,True,0.707371,0.221161,2.0,2,8,42,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.3,0.7,3,2,0.75,0.2,4,2
1.8,0.02,3,0.4,0.920354,0.03753,0.77037,0.83871,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,46,4,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.329073,0.14377,3,24,21,3,0.191693,10,0,True,0.702867,0.217021,2.0,2,8,42,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.3,0.7,3,2,0.75,0.2,4,2
1.8,0.01,3,0.4,0.920354,0.03753,0.77037,0.83871,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,46,4,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.329073,0.14377,3,24,21,3,0.188498,10,0,True,0.708693,0.221161,2.0,2,8,42,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.3,0.7,3,2,0.75,0.15,5,2
1.8,0.02,3,0.4,0.920354,0.03753,0.77037,0.83871,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,46,4,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.329073,0.14377,3,24,21,3,0.188498,10,0,True,0.7042,0.217021,2.0,2,8,42,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.3,0.7,3,2,0.75,0.15,5,2
1.8,0.01,3,0.4,0.920354,0.03753,0.77037,0.83871,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,46,4,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.329073,0.14377,3,24,21,3,0.191693,10,0,True,0.708643,0.221161,2.0,2,8,42,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,2,2,0.7,0.2,5,2
1.8,0.02,3,0.4,0.920354,0.03753,0.77037,0.83871,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,46,4,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.329073,0.14377,3,24,21,3,0.191693,10,0,True,0.704931,0.217021,2.0,2,8,42,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,2,2,0.7,0.2,5,2
1.8,0.01,3,0.4,0.920354,0.03753,0.77037,0.83871,113,37,0.864865,38,1.0,38,0.894737,56,0.910714,38,1.0,4,16,4,0,3,11,3,46,4,0,69,3,"contraction,expansion,recovery,slowdown",0.118211,0.408946,0.329073,0.14377,3,24,21,3,0.188498,10,0,True,0.712118,0.221161,2.0,2,8,42,0.0,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.6,0.7,3,2,0.7,0.1,5,2
